PZI,ISR,C000000000ISR1111111
FME,DOM,Q400000000DOM1111111
QSH,SGP,T400000000SGP1111111
OUK,CHN,K000000000CHN1111111
RSI,BIH,D300000000BIH1111111
ZUT,MLT,G400000000MLT1111111
LCB,SWE,O400000000SWE1111111
BYB,MNP,O000000000MNP1111111
HGJ,CAN,N100000000CAN1111111
YJF,BLZ,I400000000BLZ1111111
ZYT,MDG,B400000000MDG1111111
JLM,CHN,T200000000CHN1111111
CMI,LCA,D100000000LCA1111111
BCL,LBR,B300000000LBR1111111
WKC,NIU,J300000000NIU1111111
QKV,TON,O400000000TON1111111
KZP,BOL,S200000000BOL1111111
YMZ,ZMB,S000000000ZMB1111111
DVG,GBR,H000000000GBR1111111
PIO,MTQ,O100000000MTQ1111111
VKB,CZE,G200000000CZE1111111
LCN,IOT,E000000000IOT1111111
ROE,COL,F200000000COL1111111
VGY,BRB,Q200000000BRB1111111
OGH,SWZ,O100000000SWZ1111111
VEN,SVN,T100000000SVN1111111
SFX,MNP,S000000000MNP1111111
AAM,TKL,A200000000TKL1111111
EHN,RWA,G400000000RWA1111111
YZX,SLE,R100000000SLE1111111
EEA,RUS,H200000000RUS1111111
CED,NIU,C100000000NIU1111111
TMR,ASM,G300000000ASM1111111
ZZI,BVT,R200000000BVT1111111
ALF,SPM,L300000000SPM1111111
SJB,GTM,D400000000GTM1111111
TLB,SLB,P100000000SLB1111111
KMQ,AUT,B200000000AUT1111111
XYW,GIN,G300000000GIN1111111
AFI,BGD,F000000000BGD1111111
ZYH,ATA,D100000000ATA1111111
TWM,BLZ,A200000000BLZ1111111
UJS,BHR,J000000000BHR1111111
XSB,AUS,I300000000AUS1111111
WDM,NIU,I300000000NIU1111111
WSG,JAM,S100000000JAM1111111
FQZ,SSD,J000000000SSD1111111
JOE,TCA,F000000000TCA1111111
QPZ,VEN,Q200000000VEN1111111
DHE,AGO,P300000000AGO1111111
BQH,GGY,M300000000GGY1111111
JXR,FRA,H400000000FRA1111111
UUW,BRA,S300000000BRA1111111
TNU,ISR,B400000000ISR1111111
BIK,LKA,C000000000LKA1111111
GPH,MYT,J400000000MYT1111111
ROK,YEM,G300000000YEM1111111
CFV,BHR,L200000000BHR1111111
TDF,CPV,P300000000CPV1111111
DXH,IOT,O200000000IOT1111111
GKQ,GUM,C100000000GUM1111111
RSP,TTO,C000000000TTO1111111
ZWU,FRA,B200000000FRA1111111
KJI,PRK,D200000000PRK1111111
GVE,GAB,C400000000GAB1111111
MSI,SUR,H400000000SUR1111111
UTD,JEY,H200000000JEY1111111
ZYS,SXM,A400000000SXM1111111
SAD,MDG,J300000000MDG1111111
LVL,AUT,E100000000AUT1111111
ZLT,AIA,O200000000AIA1111111
GXY,WLF,K200000000WLF1111111
AGS,PRY,G000000000PRY1111111
HGX,COD,B000000000COD1111111
PJM,SWZ,D000000000SWZ1111111
LPR,SGP,C100000000SGP1111111
UMR,SSD,P000000000SSD1111111
MGM,BHS,R200000000BHS1111111
ZHT,ISL,J000000000ISL1111111
GTN,ESP,T100000000ESP1111111
MPM,MLI,N000000000MLI1111111
JFV,GRD,A200000000GRD1111111
DVI,TCA,D300000000TCA1111111
HMB,CAF,S400000000CAF1111111
NKL,GLP,B000000000GLP1111111
FSV,COD,B200000000COD1111111
CHO,PYF,L400000000PYF1111111
VQA,GLP,F400000000GLP1111111
THQ,CUW,M000000000CUW1111111
GCG,CYP,G200000000CYP1111111
NQB,CHL,O300000000CHL1111111
FGJ,IND,Q200000000IND1111111
BCR,SOM,O300000000SOM1111111
YEP,ROU,M300000000ROU1111111
WVU,HKG,F100000000HKG1111111
FLB,AGO,A400000000AGO1111111
JFC,IRN,I000000000IRN1111111
VOI,GRD,B100000000GRD1111111
OFS,SWE,N200000000SWE1111111
UVT,OMN,M400000000OMN1111111
OOD,MAF,R000000000MAF1111111
ZGU,COD,A100000000COD1111111
VGN,SUR,H300000000SUR1111111
LRK,KEN,T000000000KEN1111111
UCI,SXM,B400000000SXM1111111
SSN,MLT,A100000000MLT1111111
VDR,CHL,I300000000CHL1111111
MTA,MCO,D100000000MCO1111111
DGT,TLS,P100000000TLS1111111
HIU,GRL,H000000000GRL1111111
DEX,JEY,O200000000JEY1111111
PPW,LAO,L000000000LAO1111111
NPW,AUS,P200000000AUS1111111
HVJ,DZA,G200000000DZA1111111
VTK,SYR,Q400000000SYR1111111
FOD,RWA,R200000000RWA1111111
ABG,MAC,K200000000MAC1111111
AFY,QAT,H000000000QAT1111111
CZB,GUF,O400000000GUF1111111
UZD,SJM,R400000000SJM1111111
ZMJ,CYM,A300000000CYM1111111
RCH,SOM,J400000000SOM1111111
XZZ,AZE,K200000000AZE1111111
TYY,EGY,Q200000000EGY1111111
VMJ,GNQ,K400000000GNQ1111111
WTP,SGP,O000000000SGP1111111
QYS,THA,I000000000THA1111111
NZH,TZA,C000000000TZA1111111
ZBX,BWA,D400000000BWA1111111
KDF,SSD,F200000000SSD1111111
IVI,CMR,H400000000CMR1111111
XJX,CMR,Q300000000CMR1111111
RJW,ATF,B200000000ATF1111111
NDF,AIA,Q000000000AIA1111111
LDL,BGD,A400000000BGD1111111
XZU,FRA,T300000000FRA1111111
NYR,ARE,F300000000ARE1111111
YVX,CMR,H300000000CMR1111111
DMS,KHM,P300000000KHM1111111
JME,GUM,C200000000GUM1111111
ACM,VUT,B400000000VUT1111111
VND,KNA,G100000000KNA1111111
BTS,ROU,H100000000ROU1111111
QDK,CUW,B200000000CUW1111111
WJG,TCD,S000000000TCD1111111
INJ,MYS,T300000000MYS1111111
JOW,LCA,O200000000LCA1111111
GMC,CXR,F200000000CXR1111111
NFV,ESP,M000000000ESP1111111
KAG,KOR,K000000000KOR1111111
EEQ,NAM,R000000000NAM1111111
AYK,SHN,L200000000SHN1111111
ISM,LIE,E200000000LIE1111111
CRJ,IND,O000000000IND1111111
POC,PRT,C100000000PRT1111111
IXX,IRN,D200000000IRN1111111
HHM,MMR,J200000000MMR1111111
TNC,MSR,J200000000MSR1111111
MWZ,DOM,E300000000DOM1111111
OLG,AIA,Q100000000AIA1111111
TAT,POL,T300000000POL1111111
EVG,YEM,R000000000YEM1111111
DRE,DOM,A300000000DOM1111111
GOG,COK,P200000000COK1111111
OGO,LBN,L200000000LBN1111111
NAI,EST,H000000000EST1111111
NLP,MYS,H100000000MYS1111111
YLC,CUB,E200000000CUB1111111
BNX,KHM,N300000000KHM1111111
HIF,LBY,D400000000LBY1111111
BGY,UMI,L200000000UMI1111111
ECK,BRB,F000000000BRB1111111
IKB,IND,B400000000IND1111111
UUX,SGS,I000000000SGS1111111
JRM,SGS,P300000000SGS1111111
YIG,WLF,R300000000WLF1111111
HBU,LUX,E000000000LUX1111111
QTK,URY,T000000000URY1111111
SGF,HUN,Q300000000HUN1111111
KVD,DEU,J200000000DEU1111111
EZS,DOM,H100000000DOM1111111
NTD,MAF,A400000000MAF1111111
LXE,SVK,T100000000SVK1111111
SOF,SJM,E000000000SJM1111111
IIR,JEY,K100000000JEY1111111
NCI,BLR,E100000000BLR1111111
CWL,TCD,C400000000TCD1111111
QNH,BES,S300000000BES1111111
HKH,ALB,C400000000ALB1111111
QLN,PCN,N200000000PCN1111111
PUJ,PLW,N300000000PLW1111111
KLS,CHE,E200000000CHE1111111
AIT,ARM,E200000000ARM1111111
NMU,BLR,T400000000BLR1111111
UJH,ALA,E400000000ALA1111111
IVB,IOT,C000000000IOT1111111
HJB,HND,R400000000HND1111111
MPX,QAT,M200000000QAT1111111
SLA,ASM,D000000000ASM1111111
KCQ,IRN,L400000000IRN1111111
XYZ,GRC,C000000000GRC1111111
DCQ,WLF,E400000000WLF1111111
CTF,SEN,A400000000SEN1111111
JPF,CAN,N200000000CAN1111111
ZNM,LBN,K000000000LBN1111111
FCZ,ERI,J400000000ERI1111111
VMD,ETH,K200000000ETH1111111
HRH,GIB,L000000000GIB1111111
HNM,TCA,N100000000TCA1111111
TAA,PCN,E100000000PCN1111111
VIE,UKR,A100000000UKR1111111
TBC,DJI,N300000000DJI1111111
MLI,PER,B000000000PER1111111
AMX,COL,H100000000COL1111111
GGG,GIN,K200000000GIN1111111
IZF,BLR,J100000000BLR1111111
GDZ,KHM,F100000000KHM1111111
AIR,USA,O400000000USA1111111
VFD,SVK,O300000000SVK1111111
OQM,MLT,L300000000MLT1111111
GEJ,MCO,T200000000MCO1111111
VDT,SVN,K300000000SVN1111111
IRH,IND,S200000000IND1111111
CAH,BFA,R100000000BFA1111111
LYC,MOZ,K100000000MOZ1111111
EWQ,ESP,N000000000ESP1111111
ADO,ATF,C200000000ATF1111111
XPE,AUS,B300000000AUS1111111
QKS,IMN,C100000000IMN1111111
ZCH,GIN,H200000000GIN1111111
CTR,VEN,H100000000VEN1111111
NYR,NIC,N300000000NIC1111111
PYR,AUS,T200000000AUS1111111
MOM,LUX,N100000000LUX1111111
AWI,MAR,E300000000MAR1111111
JQV,LVA,L200000000LVA1111111
YPS,BLM,R400000000BLM1111111
MBN,EGY,E100000000EGY1111111
EGF,STP,Q400000000STP1111111
KXW,MNG,C400000000MNG1111111
DAL,TUV,C300000000TUV1111111
BQB,DOM,O000000000DOM1111111
DVC,WSM,I000000000WSM1111111
UVY,DNK,O000000000DNK1111111
HPL,ATF,D100000000ATF1111111
JRW,CHL,B400000000CHL1111111
NES,USA,J300000000USA1111111
VPM,LTU,A400000000LTU1111111
SCQ,FLK,K000000000FLK1111111
SQU,BRB,T100000000BRB1111111
VOF,POL,A400000000POL1111111
HJF,ETH,H400000000ETH1111111
SLF,ZMB,F200000000ZMB1111111
JGK,PRT,I000000000PRT1111111
ULM,MHL,B200000000MHL1111111
YDC,IND,A200000000IND1111111
TBQ,ZWE,O200000000ZWE1111111
HAN,TWN,C400000000TWN1111111
UZR,PER,C000000000PER1111111
LLX,PCN,I200000000PCN1111111
TUE,IRQ,O000000000IRQ1111111
AVI,MYT,M100000000MYT1111111
ZMX,MDG,I200000000MDG1111111
UBR,TUV,B000000000TUV1111111
ODF,GHA,E200000000GHA1111111
SBW,GIN,L200000000GIN1111111
OVI,RWA,B100000000RWA1111111
OWA,MHL,P300000000MHL1111111
FIS,FIN,N200000000FIN1111111
YJP,COK,C100000000COK1111111
UNO,BGR,G100000000BGR1111111
LQB,ATG,D200000000ATG1111111
MHS,KNA,R000000000KNA1111111
TYR,BGD,B400000000BGD1111111
LNY,LBY,B300000000LBY1111111
NQY,LBR,I100000000LBR1111111
BCW,SEN,F200000000SEN1111111
ECF,CIV,C200000000CIV1111111
CBS,UZB,J200000000UZB1111111
XKK,VNM,T300000000VNM1111111
ANS,POL,B300000000POL1111111
KXK,MNP,H400000000MNP1111111
HRI,HTI,S300000000HTI1111111
DXG,GUM,A200000000GUM1111111
SCX,RWA,L200000000RWA1111111
QLK,SHN,O200000000SHN1111111
FVQ,KAZ,M200000000KAZ1111111
YIE,IOT,Q300000000IOT1111111
GBN,UMI,B000000000UMI1111111
CHL,SGP,J000000000SGP1111111
RXB,GAB,L100000000GAB1111111
FPK,SYR,C200000000SYR1111111
HTZ,CAN,O200000000CAN1111111
AXU,MWI,I100000000MWI1111111
FPL,CHE,T200000000CHE1111111
GTF,NIC,S300000000NIC1111111
RYH,CCK,P300000000CCK1111111
EGH,BLZ,P100000000BLZ1111111
CKP,BMU,K000000000BMU1111111
CJX,AGO,L000000000AGO1111111
SPV,MHL,P200000000MHL1111111
DOV,NRU,T100000000NRU1111111
WVX,GBR,F100000000GBR1111111
WXB,AND,D000000000AND1111111
VJL,FSM,J100000000FSM1111111
WPO,AZE,E000000000AZE1111111
NCP,BEN,D000000000BEN1111111
DDR,FLK,L200000000FLK1111111
IFD,NIC,H000000000NIC1111111
DLH,UKR,S000000000UKR1111111
IPA,CAN,D400000000CAN1111111
NVT,MWI,A300000000MWI1111111
DKU,MNG,L300000000MNG1111111
GFN,VCT,R400000000VCT1111111
BBT,COL,N300000000COL1111111
ISH,VNM,C000000000VNM1111111
GAC,OMN,B400000000OMN1111111
ATP,LIE,H000000000LIE1111111
WJA,GRL,I400000000GRL1111111
CTZ,GRL,O300000000GRL1111111
NNU,LSO,Q100000000LSO1111111
ABE,MAR,D000000000MAR1111111
OMW,URY,A000000000URY1111111
OQH,LUX,P300000000LUX1111111
YAI,MUS,S100000000MUS1111111
ENE,AZE,T100000000AZE1111111
KFH,NCL,E000000000NCL1111111
KQC,MAR,P100000000MAR1111111
KMP,NIU,C200000000NIU1111111
XGY,DZA,G400000000DZA1111111
EPJ,VAT,N400000000VAT1111111
NYZ,SRB,D300000000SRB1111111
WKY,LVA,S300000000LVA1111111
TEB,AFG,C400000000AFG1111111
LQM,TLS,K400000000TLS1111111
TFZ,LSO,L400000000LSO1111111
RAQ,FJI,L300000000FJI1111111
GCJ,TLS,J400000000TLS1111111
FIQ,BFA,F100000000BFA1111111
VDN,NCL,L300000000NCL1111111
UNM,MAF,F200000000MAF1111111
KYQ,GRD,T200000000GRD1111111
PTP,NLD,B300000000NLD1111111
SJK,ASM,R200000000ASM1111111
MNJ,DMA,N100000000DMA1111111
PUL,AUT,M100000000AUT1111111
ADS,LKA,S100000000LKA1111111
OZO,ECU,T400000000ECU1111111
WUC,LIE,E300000000LIE1111111
QQG,SHN,P200000000SHN1111111
BSP,WSM,N400000000WSM1111111
RSM,SJM,I000000000SJM1111111
PEX,GAB,T300000000GAB1111111
IKZ,KHM,L400000000KHM1111111
LEA,FSM,F300000000FSM1111111
TWY,VNM,N000000000VNM1111111
VHX,FRO,S000000000FRO1111111
MZK,NLD,G100000000NLD1111111
RID,FJI,N400000000FJI1111111
WKG,TZA,D100000000TZA1111111
BCL,DMA,Q000000000DMA1111111
UTH,GRL,B200000000GRL1111111
TZH,GBR,P000000000GBR1111111
MIY,URY,H100000000URY1111111
LHM,BHR,S300000000BHR1111111
GSK,UMI,I400000000UMI1111111
DWI,TKM,H000000000TKM1111111
VSX,KHM,H400000000KHM1111111
JWF,KOR,I200000000KOR1111111
FNO,ALB,N100000000ALB1111111
FEX,GNQ,F100000000GNQ1111111
XQE,MTQ,T200000000MTQ1111111
GSP,CIV,P400000000CIV1111111
HQV,MDV,H300000000MDV1111111
FQC,BOL,L000000000BOL1111111
VJU,GNQ,S100000000GNQ1111111
EES,PRK,Q200000000PRK1111111
LQY,GUM,L000000000GUM1111111
VLZ,MDG,M000000000MDG1111111
SJH,AFG,B300000000AFG1111111
JKW,MNP,T200000000MNP1111111
FAF,BVT,R100000000BVT1111111
ZKB,SJM,I200000000SJM1111111
RRH,GEO,P200000000GEO1111111
TIA,SXM,S100000000SXM1111111
RGN,SHN,S100000000SHN1111111
FWK,LTU,J100000000LTU1111111
FMS,VCT,H100000000VCT1111111
TLJ,ROU,Q000000000ROU1111111
EPM,IRN,S200000000IRN1111111
GWN,DJI,C200000000DJI1111111
SRF,LAO,C400000000LAO1111111
AXQ,PAN,H400000000PAN1111111
SPD,TJK,C200000000TJK1111111
WEZ,GNQ,S300000000GNQ1111111
BXR,RUS,R200000000RUS1111111
NHA,ISR,R100000000ISR1111111
SNN,LVA,F000000000LVA1111111
PJY,GMB,I100000000GMB1111111
JID,POL,D300000000POL1111111
KGR,JAM,N100000000JAM1111111
CKD,BGR,T000000000BGR1111111
LXJ,MDA,E200000000MDA1111111
NRZ,CUW,E400000000CUW1111111
MYV,DJI,T300000000DJI1111111
VZF,HMD,S100000000HMD1111111
HXE,SWE,I100000000SWE1111111
GVQ,CRI,B100000000CRI1111111
BTA,BGD,J000000000BGD1111111
MHJ,GEO,N400000000GEO1111111
SLK,ESH,D200000000ESH1111111
AVN,COK,G000000000COK1111111
WZT,BRA,Q100000000BRA1111111
ZUR,MUS,I200000000MUS1111111
DTG,BES,K000000000BES1111111
QRX,ETH,B200000000ETH1111111
LJH,AFG,D300000000AFG1111111
HLX,NOR,P000000000NOR1111111
YTD,PNG,S300000000PNG1111111
UOH,FIN,H200000000FIN1111111
BAU,DJI,D200000000DJI1111111
ZXF,MOZ,A300000000MOZ1111111
YLE,SWZ,P300000000SWZ1111111
XGS,GUM,M000000000GUM1111111
NPG,MOZ,O200000000MOZ1111111
QZM,MWI,H000000000MWI1111111
MYL,SRB,B300000000SRB1111111
DLZ,LCA,J100000000LCA1111111
HBA,DJI,S100000000DJI1111111
DWU,LBR,Q300000000LBR1111111
OQQ,ABW,F300000000ABW1111111
RMT,MNP,F400000000MNP1111111
MIK,BRA,I200000000BRA1111111
LSC,KAZ,B400000000KAZ1111111
PPC,ARE,A000000000ARE1111111
DER,ITA,E200000000ITA1111111
DGK,AGO,F100000000AGO1111111
LNF,JEY,C000000000JEY1111111
UZY,KEN,N400000000KEN1111111
WPE,WSM,E100000000WSM1111111
FXT,COD,B100000000COD1111111
IYM,TCD,Q300000000TCD1111111
XOC,CPV,A200000000CPV1111111
OZQ,TLS,F300000000TLS1111111
YQW,SYR,S100000000SYR1111111
FEP,ERI,B300000000ERI1111111
WXG,BGR,Q200000000BGR1111111
GKC,COK,F400000000COK1111111
ZSZ,PNG,E300000000PNG1111111
DMM,EGY,G000000000EGY1111111
MDB,BRN,F000000000BRN1111111
YBC,LIE,J100000000LIE1111111
UGS,LBR,J300000000LBR1111111
NCT,TON,J400000000TON1111111
GCO,BLM,M100000000BLM1111111
AEG,BVT,I400000000BVT1111111
DYM,MYS,S400000000MYS1111111
KMX,EGY,Q400000000EGY1111111
UHA,HMD,D100000000HMD1111111
MJQ,SXM,N000000000SXM1111111
NSN,DEU,I100000000DEU1111111
EIZ,SJM,A100000000SJM1111111
QKF,RUS,H300000000RUS1111111
HOM,ALB,B200000000ALB1111111
ZPN,BRA,A400000000BRA1111111
FFF,BDI,K100000000BDI1111111
CMU,FRA,G100000000FRA1111111
CUD,TGO,T200000000TGO1111111
YHM,SAU,R400000000SAU1111111
WDR,MAF,S400000000MAF1111111
JPG,PAN,F400000000PAN1111111
WRF,PHL,D300000000PHL1111111
PIS,MAF,A200000000MAF1111111
QCA,BWA,B100000000BWA1111111
FIM,LBY,N100000000LBY1111111
AUV,VCT,G400000000VCT1111111
XPT,BEL,J200000000BEL1111111
BMC,SOM,N000000000SOM1111111
RLQ,MDG,R200000000MDG1111111
ELC,LAO,L100000000LAO1111111
GOJ,SOM,Q100000000SOM1111111
LSE,MAC,B400000000MAC1111111
LJF,BLM,F100000000BLM1111111
IUU,GIN,P400000000GIN1111111
ZDL,TTO,H300000000TTO1111111
HPX,THA,L000000000THA1111111
CTA,JEY,F000000000JEY1111111
OFA,ERI,D000000000ERI1111111
WYT,BFA,P400000000BFA1111111
QKV,GGY,R400000000GGY1111111
KYO,DMA,C400000000DMA1111111
GVF,IRN,E000000000IRN1111111
XOC,SGP,N000000000SGP1111111
NXK,ARE,Q400000000ARE1111111
NIS,AZE,G100000000AZE1111111
YNY,GEO,E200000000GEO1111111
OOZ,LTU,B000000000LTU1111111
GII,NRU,T000000000NRU1111111
MVO,BVT,Q300000000BVT1111111
UHH,AZE,S400000000AZE1111111
MYL,BHR,C300000000BHR1111111
YIB,ZAF,H000000000ZAF1111111
TXD,VAT,F400000000VAT1111111
BFT,CUB,R000000000CUB1111111
IWG,CZE,Q200000000CZE1111111
DHU,CYM,A400000000CYM1111111
HBS,SEN,J400000000SEN1111111
MMK,FIN,N100000000FIN1111111
ZKK,COL,E000000000COL1111111
YGL,CCK,H300000000CCK1111111
VME,MOZ,T100000000MOZ1111111
CIF,NAM,N400000000NAM1111111
BBH,AND,D300000000AND1111111
UUF,ECU,S200000000ECU1111111
KLH,ERI,C000000000ERI1111111
ESY,LSO,K300000000LSO1111111
UFN,MNG,M100000000MNG1111111
FPU,PRY,M200000000PRY1111111
VQE,FJI,T300000000FJI1111111
HHA,MHL,L000000000MHL1111111
ISJ,IRN,P000000000IRN1111111
WEP,AZE,H000000000AZE1111111
LSY,MUS,L400000000MUS1111111
LPB,SGS,P000000000SGS1111111
AIO,VIR,A400000000VIR1111111
VOA,MYT,D100000000MYT1111111
VHH,MMR,R400000000MMR1111111
FBZ,GEO,F000000000GEO1111111
MIH,BRN,O000000000BRN1111111
DTO,JOR,H400000000JOR1111111
TMH,KGZ,O000000000KGZ1111111
FFV,BLR,A400000000BLR1111111
ZIB,GNB,E000000000GNB1111111
YNI,ETH,G400000000ETH1111111
JIJ,USA,D400000000USA1111111
XIZ,LCA,G000000000LCA1111111
CFQ,NER,L400000000NER1111111
HWI,BEN,C300000000BEN1111111
ETX,MLI,I300000000MLI1111111
BDA,GBR,S100000000GBR1111111
AZQ,LVA,C300000000LVA1111111
IBI,PRK,F200000000PRK1111111
WNB,JEY,K400000000JEY1111111
FBC,MNP,A100000000MNP1111111
WGS,CYM,A200000000CYM1111111
WBS,IRQ,G100000000IRQ1111111
GLO,FRO,G200000000FRO1111111
XFA,AND,J100000000AND1111111
FCH,TKM,T200000000TKM1111111
XEG,VAT,A100000000VAT1111111
MUF,NAM,R200000000NAM1111111
WGF,NGA,E400000000NGA1111111
DFQ,AFG,M000000000AFG1111111
AGH,EST,T200000000EST1111111
VLJ,LVA,N400000000LVA1111111
KIE,GLP,S000000000GLP1111111
OBM,TUN,T300000000TUN1111111
BIH,TUN,A100000000TUN1111111
EXM,NLD,R200000000NLD1111111
CWL,ECU,I000000000ECU1111111
KGQ,HMD,F400000000HMD1111111
QSD,SSD,L200000000SSD1111111
DRB,GEO,O100000000GEO1111111
ISN,SAU,Q000000000SAU1111111
YWD,LIE,B200000000LIE1111111
BZI,CUB,C100000000CUB1111111
YMM,ARG,D200000000ARG1111111
YSM,NGA,A400000000NGA1111111
HWO,MHL,L400000000MHL1111111
OPD,JOR,G000000000JOR1111111
BRE,MLT,D000000000MLT1111111
XHG,GBR,J400000000GBR1111111
MKV,SLE,K200000000SLE1111111
LHJ,JAM,E000000000JAM1111111
FTZ,ASM,L200000000ASM1111111
CHT,LVA,A400000000LVA1111111
MPH,FLK,J200000000FLK1111111
LSM,BFA,M100000000BFA1111111
IVG,BHR,K100000000BHR1111111
MVD,PNG,R000000000PNG1111111
GLG,DEU,C400000000DEU1111111
PJE,SOM,C400000000SOM1111111
QRF,URY,O300000000URY1111111
RRR,USA,D200000000USA1111111
ZEW,MAC,N000000000MAC1111111
BXA,MLT,C100000000MLT1111111
CBC,TKM,B400000000TKM1111111
RPM,FJI,L200000000FJI1111111
WCR,NCL,M200000000NCL1111111
XLS,IRL,J300000000IRL1111111
HKW,LBN,G400000000LBN1111111
TCX,COD,M100000000COD1111111
TLX,AIA,O300000000AIA1111111
PTD,PRK,D100000000PRK1111111
TFC,BGR,E300000000BGR1111111
TMT,AIA,J100000000AIA1111111
QLQ,SHN,B400000000SHN1111111
OAP,ARM,H100000000ARM1111111
ZVQ,JOR,K000000000JOR1111111
YPR,CAN,E000000000CAN1111111
BCZ,NGA,N000000000NGA1111111
NSE,BHS,B400000000BHS1111111
HYW,NAM,A200000000NAM1111111
ANI,COD,A300000000COD1111111
KZT,IRN,H100000000IRN1111111
NYL,NIC,H100000000NIC1111111
MCV,PCN,P000000000PCN1111111
XUM,SVN,K200000000SVN1111111
NHD,ZWE,D100000000ZWE1111111
UQE,HRV,B100000000HRV1111111
PFZ,ISR,G400000000ISR1111111
OKW,SOM,F400000000SOM1111111
XRB,SAU,D100000000SAU1111111
WSP,PAN,I300000000PAN1111111
VUF,LBN,M000000000LBN1111111
UVC,IND,N300000000IND1111111
CPQ,NOR,Q100000000NOR1111111
IKE,SAU,S400000000SAU1111111
VJO,BMU,D000000000BMU1111111
HUM,ATA,T100000000ATA1111111
LTU,ARG,B200000000ARG1111111
EMZ,MLI,C100000000MLI1111111
PSX,TUN,O200000000TUN1111111
PBZ,URY,I200000000URY1111111
URP,BRB,S200000000BRB1111111
RZL,SYC,J000000000SYC1111111
CXZ,BLZ,P300000000BLZ1111111
LOF,RUS,K000000000RUS1111111
EWH,GBR,T400000000GBR1111111
TUR,MWI,S200000000MWI1111111
XKM,ETH,R400000000ETH1111111
FOZ,ALB,F200000000ALB1111111
CVL,MAR,T000000000MAR1111111
PBT,JEY,K200000000JEY1111111
BAM,MSR,D400000000MSR1111111
VAO,DOM,P400000000DOM1111111
QGG,BTN,N400000000BTN1111111
ZOD,BMU,B100000000BMU1111111
TZA,VGB,P300000000VGB1111111
NKP,UKR,E200000000UKR1111111
VZP,BTN,R400000000BTN1111111
TLH,HKG,L300000000HKG1111111
RXX,MYS,H400000000MYS1111111
KXV,ABW,L000000000ABW1111111
CKU,PNG,M000000000PNG1111111
EWR,HTI,G300000000HTI1111111
JEI,GAB,A400000000GAB1111111
PCH,GEO,D100000000GEO1111111
TKX,MKD,H200000000MKD1111111
DAC,PNG,P400000000PNG1111111
BQA,NZL,M400000000NZL1111111
GCL,PRI,S200000000PRI1111111
XIE,MDV,M000000000MDV1111111
YMO,NGA,J000000000NGA1111111
ZWQ,ECU,Q200000000ECU1111111
ZGB,SVK,L200000000SVK1111111
AQO,TGO,L200000000TGO1111111
QYE,CUB,M300000000CUB1111111
TOI,CYM,C100000000CYM1111111
NEW,MEX,Q100000000MEX1111111
QZB,SAU,N000000000SAU1111111
GXO,GUM,R100000000GUM1111111
TYM,GUY,N200000000GUY1111111
YFQ,ESP,N300000000ESP1111111
OHT,LCA,H400000000LCA1111111
OGF,MDA,N300000000MDA1111111
JID,YEM,N400000000YEM1111111
ZGL,JPN,S300000000JPN1111111
IHL,LUX,J000000000LUX1111111
ZQT,KHM,B100000000KHM1111111
WLB,NLD,Q400000000NLD1111111
ZPL,AIA,S000000000AIA1111111
JHQ,ATG,S200000000ATG1111111
ATB,SWZ,O400000000SWZ1111111
JZH,SAU,M400000000SAU1111111
UHZ,TKM,A200000000TKM1111111
ULG,MRT,Q200000000MRT1111111
RIB,JAM,A100000000JAM1111111
ZDW,KOR,S100000000KOR1111111
ZAF,GRC,N300000000GRC1111111
XHJ,VNM,H200000000VNM1111111
BCV,GUY,F400000000GUY1111111
PXY,BHS,N100000000BHS1111111
CWE,TGO,J200000000TGO1111111
UGL,DMA,A200000000DMA1111111
LDC,SWZ,H100000000SWZ1111111
BJK,GLP,G400000000GLP1111111
YSQ,ESP,O300000000ESP1111111
OIU,PER,C100000000PER1111111
ZTF,GUM,P100000000GUM1111111
RGW,SXM,C300000000SXM1111111
DYC,ZMB,A400000000ZMB1111111
GZI,CPV,K100000000CPV1111111
VDN,ARM,O000000000ARM1111111
SYW,COG,N300000000COG1111111
RNU,PCN,J400000000PCN1111111
HBE,PAN,P400000000PAN1111111
NSY,VCT,E200000000VCT1111111
MML,ALA,I100000000ALA1111111
TQU,MLI,Q200000000MLI1111111
JLZ,BRA,A100000000BRA1111111
XKG,GRC,I300000000GRC1111111
NBO,NGA,M000000000NGA1111111
AYB,SOM,I300000000SOM1111111
VCP,DEU,H200000000DEU1111111
CWI,PYF,R300000000PYF1111111
QID,PAN,F300000000PAN1111111
ABK,TUV,H400000000TUV1111111
KWT,THA,M300000000THA1111111
WXU,DEU,G000000000DEU1111111
QSG,REU,P200000000REU1111111
EPO,SLV,N300000000SLV1111111
RPK,LSO,E400000000LSO1111111
JOQ,MAF,Q400000000MAF1111111
ZRD,CUW,N000000000CUW1111111
TOA,CCK,Q300000000CCK1111111
KWQ,DMA,J300000000DMA1111111
GYS,SVK,G300000000SVK1111111
FJU,NRU,H300000000NRU1111111
ZLY,LIE,S300000000LIE1111111
LZD,MNG,F400000000MNG1111111
TYB,AGO,S100000000AGO1111111
KBX,MLI,S400000000MLI1111111
CBH,LSO,H400000000LSO1111111
KPH,VUT,S300000000VUT1111111
BHS,HUN,Q000000000HUN1111111
RHA,BFA,F400000000BFA1111111
JAJ,JEY,M300000000JEY1111111
KXT,GIB,D000000000GIB1111111
GST,AND,N100000000AND1111111
BQT,MEX,R400000000MEX1111111
SWP,HKG,Q200000000HKG1111111
